order_id,date,shift,order_type,trim_misalign,wrong_paper,ink_smudge,wrong_quantity,reject_any
PO-0704-033,2026-07-04,evening,flyer-poster,0,0,0,0,0
PO-0704-034,2026-07-04,evening,course-packet,0,0,0,0,0
PO-0704-035,2026-07-04,day,program-booklet,0,0,0,0,0
PO-0704-036,2026-07-04,day,flyer-poster,0,0,0,0,0
PO-0704-037,2026-07-04,evening,flyer-poster,0,0,0,0,0
PO-0704-038,2026-07-04,day,course-packet,0,0,0,0,0
PO-0704-039,2026-07-04,day,program-booklet,0,0,0,0,0
PO-0704-040,2026-07-04,evening,other,0,0,0,0,0
PO-0704-041,2026-07-04,day,other,0,0,0,0,0
PO-0704-042,2026-07-04,day,flyer-poster,0,0,0,0,0
PO-0704-043,2026-07-04,day,program-booklet,0,0,0,0,0
PO-0704-044,2026-07-04,day,program-booklet,0,0,0,0,0
PO-0704-045,2026-07-04,evening,course-packet,0,0,0,0,0
PO-0704-046,2026-07-04,day,program-booklet,0,0,0,0,0
PO-0704-047,2026-07-04,evening,flyer-poster,0,0,0,0,0
PO-0704-048,2026-07-04,day,course-packet,0,1,0,0,1
PO-0704-049,2026-07-04,day,course-packet,0,0,0,0,0
PO-0704-050,2026-07-04,day,course-packet,0,0,0,0,0
PO-0704-051,2026-07-04,day,other,0,0,0,0,0
PO-0704-052,2026-07-04,evening,flyer-poster,0,0,0,0,0
PO-0704-053,2026-07-04,day,other,0,0,0,0,0
PO-0704-054,2026-07-04,day,other,1,0,0,0,1
PO-0704-055,2026-07-04,evening,other,0,0,0,0,0
PO-0704-056,2026-07-04,day,course-packet,0,0,0,0,0
PO-0704-057,2026-07-04,day,flyer-poster,0,0,0,0,0
PO-0704-058,2026-07-04,day,course-packet,0,0,0,0,0
PO-0706-001,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-002,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-003,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-004,2026-07-06,day,other,0,0,0,0,0
PO-0706-005,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-006,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-007,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-008,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-009,2026-07-06,evening,other,0,0,0,0,0
PO-0706-010,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-011,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-012,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-013,2026-07-06,day,program-booklet,0,0,0,0,0
PO-0706-014,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-015,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-016,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-017,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-018,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-019,2026-07-06,evening,program-booklet,0,0,0,0,0
PO-0706-020,2026-07-06,evening,other,1,0,0,0,1
PO-0706-021,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-022,2026-07-06,day,program-booklet,0,0,0,0,0
PO-0706-023,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-024,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-025,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-026,2026-07-06,evening,program-booklet,0,0,0,0,0
PO-0706-027,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-028,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-029,2026-07-06,day,program-booklet,0,0,0,0,0
PO-0706-030,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-031,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-032,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-033,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-034,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-035,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-036,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-037,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-038,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-039,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-040,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-041,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-042,2026-07-06,day,flyer-poster,0,1,0,0,1
PO-0706-043,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-044,2026-07-06,day,course-packet,0,1,0,0,1
PO-0706-045,2026-07-06,day,program-booklet,0,0,0,0,0
PO-0706-046,2026-07-06,evening,other,0,0,0,0,0
PO-0706-047,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-048,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-049,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-050,2026-07-06,day,other,0,0,0,0,0
PO-0706-051,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-052,2026-07-06,day,other,0,0,0,0,0
PO-0706-053,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-054,2026-07-06,day,flyer-poster,1,0,0,0,1
PO-0706-055,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-056,2026-07-06,day,course-packet,1,0,0,0,1
PO-0706-057,2026-07-06,day,other,0,0,0,0,0
PO-0706-058,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-059,2026-07-06,day,other,0,0,0,0,0
PO-0706-060,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-061,2026-07-06,evening,other,0,0,0,0,0
PO-0706-062,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-063,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-064,2026-07-06,evening,other,0,0,0,0,0
PO-0706-065,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-066,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-067,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-068,2026-07-06,evening,program-booklet,0,0,0,0,0
PO-0706-069,2026-07-06,evening,flyer-poster,0,0,0,0,0
PO-0706-070,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-071,2026-07-06,day,other,0,0,0,0,0
PO-0706-072,2026-07-06,day,flyer-poster,0,0,0,0,0
PO-0706-073,2026-07-06,evening,flyer-poster,1,0,0,0,1
PO-0706-074,2026-07-06,evening,program-booklet,0,0,0,0,0
PO-0706-075,2026-07-06,evening,program-booklet,1,0,0,0,1
PO-0706-076,2026-07-06,evening,course-packet,0,0,0,0,0
PO-0706-077,2026-07-06,day,course-packet,0,0,0,0,0
PO-0706-078,2026-07-06,day,other,0,0,0,0,0
PO-0706-079,2026-07-06,day,program-booklet,0,0,0,0,0
PO-0706-080,2026-07-06,day,flyer-poster,0,1,0,0,1
PO-0707-001,2026-07-07,evening,program-booklet,0,0,0,0,0
PO-0707-002,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-003,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-004,2026-07-07,day,program-booklet,0,0,0,0,0
PO-0707-005,2026-07-07,evening,other,0,0,1,0,1
PO-0707-006,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-007,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-008,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-009,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-010,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-011,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-012,2026-07-07,day,course-packet,0,1,0,0,1
PO-0707-013,2026-07-07,evening,program-booklet,0,0,0,0,0
PO-0707-014,2026-07-07,day,program-booklet,0,0,0,0,0
PO-0707-015,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-016,2026-07-07,evening,other,0,0,0,0,0
PO-0707-017,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-018,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-019,2026-07-07,day,other,0,0,0,0,0
PO-0707-020,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-021,2026-07-07,day,other,0,0,0,0,0
PO-0707-022,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-023,2026-07-07,evening,program-booklet,0,0,0,0,0
PO-0707-024,2026-07-07,day,program-booklet,0,0,0,0,0
PO-0707-025,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-026,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-027,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-028,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-029,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-030,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-031,2026-07-07,evening,other,0,0,0,0,0
PO-0707-032,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-033,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-034,2026-07-07,day,program-booklet,1,0,0,0,1
PO-0707-035,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-036,2026-07-07,evening,other,0,0,0,0,0
PO-0707-037,2026-07-07,day,flyer-poster,1,0,0,0,1
PO-0707-038,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-039,2026-07-07,day,flyer-poster,1,0,0,0,1
PO-0707-040,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-041,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-042,2026-07-07,day,program-booklet,0,0,0,0,0
PO-0707-043,2026-07-07,day,other,0,0,0,0,0
PO-0707-044,2026-07-07,day,flyer-poster,1,0,0,0,1
PO-0707-045,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-046,2026-07-07,evening,program-booklet,0,0,0,0,0
PO-0707-047,2026-07-07,day,program-booklet,0,0,0,0,0
PO-0707-048,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-049,2026-07-07,evening,program-booklet,0,0,0,0,0
PO-0707-050,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-051,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-052,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-053,2026-07-07,evening,other,0,0,0,0,0
PO-0707-054,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-055,2026-07-07,day,program-booklet,0,0,0,0,0
PO-0707-056,2026-07-07,evening,other,0,0,0,0,0
PO-0707-057,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-058,2026-07-07,evening,other,0,1,0,0,1
PO-0707-059,2026-07-07,evening,other,0,0,0,0,0
PO-0707-060,2026-07-07,day,course-packet,0,0,0,0,0
PO-0707-061,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-062,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-063,2026-07-07,evening,course-packet,0,0,0,0,0
PO-0707-064,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-065,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0707-066,2026-07-07,evening,program-booklet,0,0,0,0,0
PO-0707-067,2026-07-07,day,course-packet,0,1,0,0,1
PO-0707-068,2026-07-07,day,flyer-poster,0,0,0,0,0
PO-0707-069,2026-07-07,evening,flyer-poster,0,0,0,0,0
PO-0708-001,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-002,2026-07-08,evening,program-booklet,0,0,0,0,0
PO-0708-003,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-004,2026-07-08,evening,other,0,0,0,0,0
PO-0708-005,2026-07-08,day,program-booklet,0,0,0,0,0
PO-0708-006,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-007,2026-07-08,evening,flyer-poster,0,0,0,0,0
PO-0708-008,2026-07-08,evening,flyer-poster,0,0,0,0,0
PO-0708-009,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-010,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-011,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-012,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-013,2026-07-08,evening,flyer-poster,0,0,0,0,0
PO-0708-014,2026-07-08,evening,other,0,0,0,0,0
PO-0708-015,2026-07-08,evening,other,0,0,0,0,0
PO-0708-016,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-017,2026-07-08,day,program-booklet,1,0,0,0,1
PO-0708-018,2026-07-08,evening,other,0,0,0,0,0
PO-0708-019,2026-07-08,evening,program-booklet,0,0,0,0,0
PO-0708-020,2026-07-08,evening,other,0,0,0,0,0
PO-0708-021,2026-07-08,day,flyer-poster,0,0,1,0,1
PO-0708-022,2026-07-08,day,program-booklet,0,0,0,0,0
PO-0708-023,2026-07-08,evening,other,1,0,0,0,1
PO-0708-024,2026-07-08,day,other,0,0,0,0,0
PO-0708-025,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-026,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-027,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-028,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-029,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-030,2026-07-08,evening,program-booklet,0,0,0,0,0
PO-0708-031,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-032,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-033,2026-07-08,day,program-booklet,0,0,0,0,0
PO-0708-034,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-035,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-036,2026-07-08,day,program-booklet,1,1,0,0,1
PO-0708-037,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-038,2026-07-08,evening,flyer-poster,0,1,0,0,1
PO-0708-039,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-040,2026-07-08,day,other,0,0,0,0,0
PO-0708-041,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-042,2026-07-08,evening,other,0,0,0,0,0
PO-0708-043,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-044,2026-07-08,day,course-packet,0,0,1,0,1
PO-0708-045,2026-07-08,day,program-booklet,0,0,0,0,0
PO-0708-046,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-047,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-048,2026-07-08,day,other,0,0,0,0,0
PO-0708-049,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-050,2026-07-08,day,program-booklet,0,0,0,0,0
PO-0708-051,2026-07-08,day,other,0,0,0,0,0
PO-0708-052,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-053,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-054,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-055,2026-07-08,day,flyer-poster,0,1,0,0,1
PO-0708-056,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-057,2026-07-08,evening,other,0,0,0,0,0
PO-0708-058,2026-07-08,evening,flyer-poster,0,0,0,0,0
PO-0708-059,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-060,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-061,2026-07-08,day,course-packet,0,0,0,0,0
PO-0708-062,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0708-063,2026-07-08,evening,course-packet,0,0,0,0,0
PO-0708-064,2026-07-08,evening,flyer-poster,0,0,0,0,0
PO-0708-065,2026-07-08,evening,course-packet,1,0,0,0,1
PO-0708-066,2026-07-08,day,program-booklet,0,0,0,0,0
PO-0708-067,2026-07-08,day,flyer-poster,0,0,0,0,0
PO-0709-001,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-002,2026-07-09,day,other,0,0,0,0,0
PO-0709-003,2026-07-09,evening,program-booklet,0,0,0,0,0
PO-0709-004,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-005,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-006,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-007,2026-07-09,evening,course-packet,0,1,0,0,1
PO-0709-008,2026-07-09,evening,course-packet,0,0,0,0,0
PO-0709-009,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-010,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-011,2026-07-09,day,other,0,0,0,0,0
PO-0709-012,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-013,2026-07-09,evening,program-booklet,0,0,0,0,0
PO-0709-014,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-015,2026-07-09,evening,course-packet,0,0,0,0,0
PO-0709-016,2026-07-09,evening,course-packet,0,0,0,0,0
PO-0709-017,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-018,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-019,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-020,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-021,2026-07-09,evening,program-booklet,0,0,0,0,0
PO-0709-022,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-023,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-024,2026-07-09,day,flyer-poster,0,1,0,0,1
PO-0709-025,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-026,2026-07-09,evening,course-packet,0,0,0,0,0
PO-0709-027,2026-07-09,evening,other,0,0,0,0,0
PO-0709-028,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-029,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-030,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-031,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-032,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-033,2026-07-09,evening,program-booklet,0,0,0,0,0
PO-0709-034,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-035,2026-07-09,day,other,0,0,0,0,0
PO-0709-036,2026-07-09,day,other,0,0,0,0,0
PO-0709-037,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-038,2026-07-09,evening,course-packet,0,0,0,0,0
PO-0709-039,2026-07-09,evening,program-booklet,0,0,0,0,0
PO-0709-040,2026-07-09,day,flyer-poster,0,0,0,1,1
PO-0709-041,2026-07-09,evening,course-packet,0,0,0,0,0
PO-0709-042,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-043,2026-07-09,day,other,0,0,0,0,0
PO-0709-044,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-045,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-046,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-047,2026-07-09,evening,program-booklet,0,0,0,0,0
PO-0709-048,2026-07-09,evening,other,0,0,0,0,0
PO-0709-049,2026-07-09,evening,other,0,0,0,0,0
PO-0709-050,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-051,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-052,2026-07-09,evening,other,0,0,0,0,0
PO-0709-053,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-054,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-055,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-056,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-057,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-058,2026-07-09,evening,other,0,0,0,0,0
PO-0709-059,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-060,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-061,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-062,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-063,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-064,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-065,2026-07-09,evening,program-booklet,0,0,0,0,0
PO-0709-066,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0709-067,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-068,2026-07-09,day,other,0,0,0,0,0
PO-0709-069,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-070,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-071,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-072,2026-07-09,evening,course-packet,0,0,0,0,0
PO-0709-073,2026-07-09,day,flyer-poster,0,0,0,0,0
PO-0709-074,2026-07-09,evening,program-booklet,0,0,0,0,0
PO-0709-075,2026-07-09,day,program-booklet,0,0,0,0,0
PO-0709-076,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-077,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-078,2026-07-09,day,course-packet,0,0,0,0,0
PO-0709-079,2026-07-09,evening,flyer-poster,0,0,0,0,0
PO-0710-001,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-002,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-003,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-004,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-005,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-006,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-007,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-008,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-009,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-010,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-011,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-012,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-013,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-014,2026-07-10,day,other,0,0,0,0,0
PO-0710-015,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-016,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-017,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-018,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-019,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-020,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-021,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-022,2026-07-10,day,other,0,0,0,0,0
PO-0710-023,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-024,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-025,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-026,2026-07-10,day,other,0,0,0,0,0
PO-0710-027,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-028,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-029,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-030,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-031,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-032,2026-07-10,day,other,0,0,0,0,0
PO-0710-033,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-034,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-035,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-036,2026-07-10,evening,program-booklet,0,0,0,0,0
PO-0710-037,2026-07-10,evening,program-booklet,0,0,0,0,0
PO-0710-038,2026-07-10,evening,program-booklet,0,0,0,0,0
PO-0710-039,2026-07-10,evening,other,0,0,0,0,0
PO-0710-040,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-041,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-042,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-043,2026-07-10,evening,other,0,0,0,0,0
PO-0710-044,2026-07-10,evening,program-booklet,0,0,0,0,0
PO-0710-045,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-046,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-047,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-048,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-049,2026-07-10,evening,flyer-poster,0,1,0,0,1
PO-0710-050,2026-07-10,day,flyer-poster,1,0,0,0,1
PO-0710-051,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-052,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-053,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-054,2026-07-10,day,other,0,0,0,0,0
PO-0710-055,2026-07-10,evening,program-booklet,0,0,0,0,0
PO-0710-056,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-057,2026-07-10,day,course-packet,0,1,0,0,1
PO-0710-058,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-059,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-060,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-061,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-062,2026-07-10,day,program-booklet,1,0,0,0,1
PO-0710-063,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-064,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-065,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-066,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-067,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-068,2026-07-10,day,flyer-poster,0,0,0,0,0
PO-0710-069,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-070,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-071,2026-07-10,day,program-booklet,0,0,0,0,0
PO-0710-072,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-073,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-074,2026-07-10,day,course-packet,0,1,0,0,1
PO-0710-075,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-076,2026-07-10,evening,other,1,1,0,0,1
PO-0710-077,2026-07-10,evening,flyer-poster,0,0,0,0,0
PO-0710-078,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-079,2026-07-10,evening,course-packet,0,0,0,0,0
PO-0710-080,2026-07-10,day,course-packet,0,0,0,0,0
PO-0710-081,2026-07-10,day,flyer-poster,1,0,0,0,1
PO-0711-001,2026-07-11,day,program-booklet,0,0,0,0,0
PO-0711-002,2026-07-11,evening,flyer-poster,0,0,0,0,0
PO-0711-003,2026-07-11,day,other,0,0,0,0,0
PO-0711-004,2026-07-11,evening,other,0,0,0,0,0
PO-0711-005,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-006,2026-07-11,day,program-booklet,0,0,0,0,0
PO-0711-007,2026-07-11,day,course-packet,0,1,0,0,1
PO-0711-008,2026-07-11,evening,program-booklet,0,0,0,0,0
PO-0711-009,2026-07-11,evening,other,0,0,0,0,0
PO-0711-010,2026-07-11,evening,flyer-poster,0,0,0,0,0
PO-0711-011,2026-07-11,evening,other,0,0,0,0,0
PO-0711-012,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-013,2026-07-11,evening,other,0,0,0,0,0
PO-0711-014,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-015,2026-07-11,evening,flyer-poster,0,0,0,0,0
PO-0711-016,2026-07-11,day,flyer-poster,0,0,0,0,0
PO-0711-017,2026-07-11,day,program-booklet,0,0,0,0,0
PO-0711-018,2026-07-11,evening,flyer-poster,0,0,0,0,0
PO-0711-019,2026-07-11,evening,flyer-poster,0,0,0,0,0
PO-0711-020,2026-07-11,evening,program-booklet,0,1,0,0,1
PO-0711-021,2026-07-11,day,course-packet,0,0,0,0,0
PO-0711-022,2026-07-11,day,program-booklet,0,0,0,0,0
PO-0711-023,2026-07-11,evening,program-booklet,0,0,0,0,0
